[[{'duration': 3.48, 'start': 0.04, 'text': '안녕하세요. 조코딩입니다. 바이브'},
  {'duration': 3.759, 'start': 10186.52, 'text': 'iOS 이런 구독 통합해 주고 저희'},
  {'duration': 3.6, 'start': 10188.6, 'text': '웹사이트도 구독 기능 있으면'},
  {'duration': 3.481, 'start': 10190.279, 'text': '웹사이트의 회원과 앱에서 가입한'},
  {'duration': 3.48, 'start': 10192.2, 'text': '회원과 이런 걸 연동을 잘 해 줘야'},
  {'duration': 3.679, 'start': 10193.76, 'text': '되잖아요. 그런 거를 담당해 준 애가'},
  {'duration': 2.799, 'start': 10195.68, 'text': '레비뉴 캐이라는 애를 쓰면은 통합'},
  {'duration': 2.601, 'start': 10197.439, 'text': '관리를 할 수가 있습니다.'},
  {'duration': 3.601, 'start': 10198.479, 'text': '스트라이브이랑 연결해 가지고 레비뉴켓'},
  {'duration': 4.04, 'start': 10200.04, 'text': '하면은 거의 표준적으로 앱에서의 구독'},
  {'duration': 3.6, 'start': 10202.08, 'text': '그리고 웹사이트의 구독 같은 걸 통합'},
  {'duration': 3.159, 'start': 10204.08, 'text': '관리를 해 볼 수도 있겠습니다.'},
  {'duration': 3.0, 'start': 10205.68, 'text': '그래서 웹사이트도 운영하고 앱도'},
  {'duration': 3.281, 'start': 10207.239, 'text': '운영하시는 분들은 요런 거 쓰면'},
  {'duration': 3.679, 'start': 10208.68, 'text': '좋겠죠. 나머지 앱 기능은 사실'},
  {'duration': 4.04, 'start': 10210.52, 'text': '가이브 코딩 똑같기 때문에 웹사이트'},
  {'duration': 3.96, 'start': 10212.359, 'text': '구현을 잘하셨으면 나머지 구현도 아마'},
  {'duration': 3.839, 'start': 10214.56, 'text': '잘하실 수가 있겠고요. 약간 걸리는'},
  {'duration': 5.481, 'start': 10216.319, 'text': '거 이제 출시가 좀 빡빡하긴 한데'},
  {'duration': 5.801, 'start': 10218.399, 'text': '출시도 사실 X4가 이제 EAS라는'},
  {'duration': 4.439, 'start': 10221.8, 'text': '서비스를 제공하는데 요걸로 이제 뭔가'},
  {'duration': 3.56, 'start': 10224.2, 'text': '빌드하고 배포하고 하는 거를 조금 더'},
  {'duration': 3.561, 'start': 10226.239, 'text': '편하게 해 주는게 있습니다. 그래서'},
  {'duration': 3.719, 'start': 10227.76, 'text': '요걸로 X4 이용하면 좀 더 배포를'},
  {'duration': 3.92, 'start': 10229.8, 'text': '쉽게 할 수 있다. 그리고 뭐 콘솔'},
  {'duration': 4.641, 'start': 10231.479, 'text': '이런 것도 아까 설명드렸듯이 25달러'},
  {'duration': 4.04, 'start': 10233.72, 'text': '애플은 99달러 내시면은 요렇게 만들'},
  {'duration': 3.72, 'start': 10236.12, 'text': '수 있는데 요런 거 콘솔 로그인하신'},
  {'duration': 3.24, 'start': 10237.76, 'text': '다음에 앱 출시하려면 앱 이름 뭐'},
  {'duration': 3.84, 'start': 10239.84, 'text': '이런 거 해 가지고 등록할 거 되게'},
  {'duration': 4.279, 'start': 10241.0, 'text': '많죠. 뭐 선원 다 이런 거 AI한테'},
  {'duration': 3.08, 'start': 10243.68, 'text': '도움을 받아가면서 할 수 있습니다.'},
  {'duration': 4.321, 'start': 10245.279, 'text': '등록할 때이 캡처를 해요. 캡처한'},
  {'duration': 5.639, 'start': 10246.76, 'text': '다음에 AI한테 퍼스널 스타일리스트'},
  {'duration': 4.24, 'start': 10249.6, 'text': '앱 출시하려는데 어떻게서 이런 거'},
  {'duration': 3.121, 'start': 10252.399, 'text': '이렇게 해 가면서 하면 됩니다. 아'},
  {'duration': 3.599, 'start': 10253.84, 'text': '이거 뭐 쓰면 돼 알려주고 있죠.'},
  {'duration': 3.56, 'start': 10255.52, 'text': '스크린샷 찍어 가면서 쭉 진행하시면'},
  {'duration': 3.321, 'start': 10257.439, 'text': '다시 앱 출시나 이런 것도 AI'},
  {'duration': 3.76, 'start': 10259.08, 'text': '가이드를 받아서 할 수가 있겠습니다.'},
  {'duration': 3.44, 'start': 10260.76, 'text': '게다가 X4에 EAS 쓰면은 조금 더'},
  {'duration': 2.92, 'start': 10262.84, 'text': '편하게 할 수도 있으니까요. 요것도'},
  {'duration': 3.52, 'start': 10264.2, 'text': '물어보면 되죠. 요거 참고하셔서 요거'},
  {'duration': 3.599, 'start': 10265.76, 'text': '문서도 AI 넘겨 가면서 진행해'},
  {'duration': 3.759, 'start': 10267.72, 'text': '보시면 되겠습니다. 상세하게'},
  {'duration': 3.681, 'start': 10269.359, 'text': '다루기에는 사실 거의 웹 개발 분량이'},
  {'duration': 3.0, 'start': 10271.479, 'text': '또 나올 것 같아서 요거는요 정도로'},
  {'duration': 2.84, 'start': 10273.04, 'text': '그냥 소개를 드리고 어떻게 하는지'},
  {'duration': 3.321, 'start': 10274.479, 'text': '알려 드리는 방향에서 앱을'},
  {'duration': 4.0, 'start': 10275.88, 'text': '마무리하고요. 또 추가로 요거는 이제'},
  {'duration': 3.679, 'start': 10277.8, 'text': '제가 토스랑 같이 진행했던 광고'},
  {'duration': 3.64, 'start': 10279.88, 'text': '프로젝트가 있었는데 저희 앱인'},
  {'duration': 4.0, 'start': 10281.479, 'text': '토스라는 것도 있습니다. 국내 앱을'},
  {'duration': 3.719, 'start': 10283.52, 'text': '출시할 때는 요것도 괜찮은 옵션이 될'},
  {'duration': 4.121, 'start': 10285.479, 'text': '수 있는데 이게 뭐냐면 앱스토어'},
  {'duration': 4.601, 'start': 10287.239, 'text': '출시가 너무 번거롭잖아요. 아예 토스'},
  {'duration': 3.639, 'start': 10289.6, 'text': '앱 있잖아요. 토스 앱 안에 앱을'},
  {'duration': 2.84, 'start': 10291.84, 'text': '출시하는 기능이 있습니다. 미니'},
  {'duration': 3.761, 'start': 10293.239, 'text': '앱이라고 하죠. 좀 더 쉬워요.'},
  {'duration': 4.12, 'start': 10294.68, 'text': '출시할 때 별도로 개발자 등록부터 뭐'},
  {'duration': 3.399, 'start': 10297.0, 'text': '이런 거 안 해도테니까 한 1.5시간'},
  {'duration': 4.08, 'start': 10298.8, 'text': '안에 기획 디자인 개발 수익화'},
  {'duration': 3.801, 'start': 10300.399, 'text': '마케팅을 다 해서 에빈토스에 출시하는'},
  {'duration': 3.2, 'start': 10302.88, 'text': '것도 제가 강의를 다 만들어'},
  {'duration': 3.8, 'start': 10304.2, 'text': '놨으니까요. 요거 참고하시면은 내'},
  {'duration': 4.0, 'start': 10306.08, 'text': '앱을 웹로 만들어 출시하는 것도'},
  {'duration': 3.88, 'start': 10308.0, 'text': '확인하실 수가 있겠습니다. 미국 법인'},
  {'duration': 3.279, 'start': 10310.08, 'text': '진행해 보도록 하겠습니다. 일단 미국'},
  {'duration': 3.599, 'start': 10311.88, 'text': '법인을 만드는 거 물론 뭐 여러'},
  {'duration': 3.681, 'start': 10313.359, 'text': '방법이 있죠. 그냥 미국의 어떤 회계'},
  {'duration': 3.441, 'start': 10315.479, 'text': '뭐 이런 거 전문하시는 분이나 통해'},
  {'duration': 3.52, 'start': 10317.04, 'text': '가지고 미국 법인 설립하는 거를'},
  {'duration': 3.2, 'start': 10318.92, 'text': '사람을 통해서 진행할 수도 있는데'},
  {'duration': 3.52, 'start': 10320.56, 'text': '전문가를 통해서 요즘에'},
  {'duration': 3.4, 'start': 10322.12, 'text': '스트라이프에서도 미국 법인 설립을'},
  {'duration': 3.44, 'start': 10324.08, 'text': '도와주는 서비스가 있습니다.'},
  {'duration': 4.44, 'start': 10325.52, 'text': '스트라이프 아틀라스라는 서비스를'},
  {'duration': 4.64, 'start': 10327.52, 'text': '제공하고 있는데 뱅크 펀드레이즈 이런'},
  {'duration': 4.12, 'start': 10329.96, 'text': '것도 그냥 할 수가 있다라는 걸로'},
  {'duration': 4.4, 'start': 10332.16, 'text': '내세우는 서비스입니다.이 스트라이프를'},
  {'duration': 4.88, 'start': 10334.08, 'text': '이용하기 위해서 미국의 법인을 세우고'},
  {'duration': 4.44, 'start': 10336.56, 'text': '표준적인 법인을 세우고 그걸 기반으로'},
  {'duration': 3.96, 'start': 10338.96, 'text': '스트라이을 되게 쉽게 이용할 수 있게'},
  {'duration': 3.84, 'start': 10341.0, 'text': '뚫어주는네 그런 서비스입니다. 그래서'},
  {'duration': 3.76, 'start': 10342.92, 'text': '스트라이 연결하는 거 요걸로 하시면'},
  {'duration': 3.36, 'start': 10344.84, 'text': '좋다. 근데 애초에 좀 의문'},
  {'duration': 3.799, 'start': 10346.68, 'text': '있잖아요. 왜 미국 법인을 세워야'},
  {'duration': 3.76, 'start': 10348.2, 'text': '되는가? 첫 번째로 가장 큰 이유는'},
  {'duration': 3.96, 'start': 10350.479, 'text': '스트라이브입니다. 네. 스트라이 이제'},
  {'duration': 4.76, 'start': 10351.96, 'text': '글로벌 결제 표준이잖아요. 글로벌 향'},
  {'duration': 3.8, 'start': 10354.439, 'text': '어떤 서비스를 만드데 있어서 스트라이'},
  {'duration': 3.559, 'start': 10356.72, 'text': '붙이는 거에 강점이 꽤 있습니다.'},
  {'duration': 4.361, 'start': 10358.239, 'text': '글로벌 빅테크들이 스트라이브를 엄청'},
  {'duration': 4.2, 'start': 10360.279, 'text': '쓰고 있거든요. 뭐 오픈하 넷플릭스'},
  {'duration': 3.56, 'start': 10362.6, 'text': '뭐 샤피파이 노션 슬랙 이런 거'},
  {'duration': 3.361, 'start': 10364.479, 'text': '글로벌에서 다 쓰는 유명한'},
  {'duration': 3.04, 'start': 10366.16, 'text': '서비스들이잖아요. 다 스트라이브로'},
  {'duration': 2.88, 'start': 10367.84, 'text': '결제를 붙이고 있습니다. 그래서'},
  {'duration': 2.92, 'start': 10369.2, 'text': '글로벌 프로덕트를 만든다면'},
  {'duration': 2.84, 'start': 10370.72, 'text': '스트라이브를 꼭 뚫어 놓으시면 좋을'},
  {'duration': 3.119, 'start': 10372.12, 'text': '것 같고요. 심지어 이런 것도'},
  {'duration': 3.48, 'start': 10373.56, 'text': '됩니다. 저희 한국은 스트라이브로'},
  {'duration': 3.2, 'start': 10375.239, 'text': '사업은 못 하는데 사우스 코리아는'},
  {'duration': 3.319, 'start': 10377.04, 'text': '별도로 돼 있어요. 사우스 코리아'},
  {'duration': 3.92, 'start': 10378.439, 'text': '같은 경우에도 결제를 받을 수 있다.'},
  {'duration': 3.92, 'start': 10380.359, 'text': '심지어 카카오 페이도 받을 수가 있고'},
  {'duration': 4.08, 'start': 10382.359, 'text': '네이버 페이, 페이코, 삼성 페이'},
  {'duration': 3.881, 'start': 10384.279, 'text': '같은 어떤 국가의 특수적인 페이'},
  {'duration': 3.401, 'start': 10386.439, 'text': '있잖아요. 한국의 되게 특수적인'},
  {'duration': 3.239, 'start': 10388.16, 'text': '페이들도 받을 수 있게 스트라이'},
  {'duration': 3.519, 'start': 10389.84, 'text': '연동이 잘 돼 있습니다. 요거를'},
  {'duration': 3.92, 'start': 10391.399, 'text': '이용하시면 좀 글로벌하게 결제를'},
  {'duration': 3.321, 'start': 10393.359, 'text': '편하게 받을 수가 있다라고 소개를'},
  {'duration': 3.881, 'start': 10395.319, 'text': '드릴 수가 있겠습니다. 그러다 보니까'},
  {'duration': 4.36, 'start': 10396.68, 'text': '이제 글로벌한 어떤 프로덕을 만든다'},
  {'duration': 3.6, 'start': 10399.2, 'text': '표준적으로 웬만하면은 스트라이브를'},
  {'duration': 4.0, 'start': 10401.04, 'text': '쓰고 있습니다. 그리고 일단 가장'},
  {'duration': 3.8, 'start': 10402.8, 'text': '강점 수수료죠. 저희 폴라가 어떻게'},
  {'duration': 3.16, 'start': 10405.04, 'text': '보면 스트라이프 레퍼예요. 그러다'},
  {'duration': 3.839, 'start': 10406.6, 'text': '보니까 더 가져갈 수밖에 없습니다.'},
  {'duration': 4.56, 'start': 10408.2, 'text': '근데 스트라이프을 쓰게 되면 2.9%'},
  {'duration': 4.04, 'start': 10410.439, 'text': '30 괜찮죠? 대신에 뭐 세금 처리나'},
  {'duration': 3.599, 'start': 10412.76, 'text': '이런 거는 법인을 세우면 그 법인으로'},
  {'duration': 3.561, 'start': 10414.479, 'text': '처리해야 된다는 조금 더 불편한 점은'},
  {'duration': 3.561, 'start': 10416.359, 'text': '있지만 일단은 요런 강점이 있다.'},
  {'duration': 4.04, 'start': 10418.04, 'text': '네. 그래서 MOR 쓰시는 분들에'},
  {'duration': 4.28, 'start': 10419.92, 'text': '비해서 요런 거 굉장히 자유롭습니다.'},
  {'duration': 4.359, 'start': 10422.08, 'text': '폴라는 이거 소프트웨어 사스 그리고'},
  {'duration': 4.239, 'start': 10424.2, 'text': '디지털 프로덕 프리미엄 콘텐츠 엑세스'},
  {'duration': 4.0, 'start': 10426.439, 'text': '이거밖에 없어요. 그리고 이거 외에'},
  {'duration': 3.8, 'start': 10428.439, 'text': '스트라이브를 붙인다 외에는 장점이 뭐'},
  {'duration': 3.721, 'start': 10430.439, 'text': '있냐라고 하면 생각보다 장점이'},
  {'duration': 4.04, 'start': 10432.239, 'text': '많습니다. 일단은 미국 법인이잖아요.'},
  {'duration': 4.079, 'start': 10434.16, 'text': '자본주의 끝판왕 미국이니까 거기에'},
  {'duration': 4.08, 'start': 10436.279, 'text': '어떤 투자 시장이라든가 규모가'},
  {'duration': 3.961, 'start': 10438.239, 'text': '다릅니다. 그런데 여기에서 또 가장'},
  {'duration': 3.681, 'start': 10440.359, 'text': '표준이 되는게 델라웨어 C'},
  {'duration': 3.239, 'start': 10442.2, 'text': '코퍼레이션이라는 걸로 세워 주거든요.'},
  {'duration': 3.64, 'start': 10444.04, 'text': '스트라이브를 통해서 법인을 세우면.'},
  {'duration': 4.441, 'start': 10445.439, 'text': '네. 근데 이게 글로벌 투자 및'},
  {'duration': 4.28, 'start': 10447.68, 'text': '인수의 디폴트 옵션입니다. 그래서'},
  {'duration': 4.12, 'start': 10449.88, 'text': '스트라이도 얻어 가는데 이런 글로벌'},
  {'duration': 3.68, 'start': 10451.96, 'text': '투자 인수까지도 챙길 수가 있다.'},
  {'duration': 3.08, 'start': 10454.0, 'text': '미국 VC, 글로벌 VC가'},
  {'duration': 3.48, 'start': 10455.64, 'text': '투자하기에도 너무 좋은 환경이'},
  {'duration': 3.72, 'start': 10457.08, 'text': '되고요. 그리고 M&나 이런 것도'},
  {'duration': 3.08, 'start': 10459.12, 'text': '굉장히 잘 되어 있는 편입니다.'},
  {'duration': 3.04, 'start': 10460.8, 'text': '그래서 뭐 스톡 옵션, 지분,'},
  {'duration': 3.119, 'start': 10462.2, 'text': '인세티브 이런 거 설계도 되게 잘 돼'},
  {'duration': 2.88, 'start': 10463.84, 'text': '있고요. 글로벌 결제 파트너십 이런'},
  {'duration': 3.761, 'start': 10465.319, 'text': '것도 잘 돼 있고 그레스 스트라이브이'},
  {'duration': 4.16, 'start': 10466.72, 'text': '바로 연결되죠. 그리고 IP와 매각'},
  {'duration': 4.0, 'start': 10469.08, 'text': '구조 이런 것도 굉장히 잘 돼 있는'},
  {'duration': 4.64, 'start': 10470.88, 'text': '편입니다. 그래서 가장 유명한 사례'},
  {'duration': 4.279, 'start': 10473.08, 'text': '쿠팡이 미국 상장을 했잖아요. 쿠팡은'},
  {'duration': 4.12, 'start': 10475.52, 'text': '어떻게 했을까? 찾아보면 쿠팡의'},
  {'duration': 4.161, 'start': 10477.359, 'text': '최상위 모기업이 미국 델라웨어 C'},
  {'duration': 3.799, 'start': 10479.64, 'text': '코퍼레이션입니다. 네. 그래서 저희는'},
  {'duration': 3.56, 'start': 10481.52, 'text': '지금 쿠팡이랑 같은 구조로 만드는'},
  {'duration': 3.401, 'start': 10483.439, 'text': '겁니다. 네. 그래서 이렇게 뉴욕'},
  {'duration': 3.12, 'start': 10485.08, 'text': '증시 상장까지 이렇게 진행을 할 수가'},
  {'duration': 3.24, 'start': 10486.84, 'text': '있겠죠. 이렇게 원래는 한국'},
  {'duration': 3.84, 'start': 10488.2, 'text': '회사였다가 결국에 미국 최상위'},
  {'duration': 4.279, 'start': 10490.08, 'text': '모기업으로 델라웨어 시 코포레이션'},
  {'duration': 4.279, 'start': 10492.04, 'text': '설립하고 그걸 기반으로 이제 회사가'},
  {'duration': 3.521, 'start': 10494.359, 'text': '뉴욕 증시 상장도 한 겁니다. 결국에'},
  {'duration': 3.281, 'start': 10496.319, 'text': '뭐 나스닥 상장 이런 거 하려면은'},
  {'duration': 3.72, 'start': 10497.88, 'text': '델라웨어 시코이 굉장히 유리합니다.'},
  {'duration': 3.679, 'start': 10499.6, 'text': '예시 또 한국의 대표적인게 스마일'},
  {'duration': 3.759, 'start': 10501.6, 'text': '패밀리라는 기업 샌드버드 많이'},
  {'duration': 3.881, 'start': 10503.279, 'text': '들어보셨을 겁니다. 샌드버드가 유니콘'},
  {'duration': 3.481, 'start': 10505.359, 'text': '기업이거든요. 채팅 이런 거 만들어'},
  {'duration': 3.52, 'start': 10507.16, 'text': '주는 사스 서비스 운영하시는'},
  {'duration': 4.2, 'start': 10508.84, 'text': '샌드버드. 한국계 스타트업 최초의'},
  {'duration': 4.48, 'start': 10510.68, 'text': 'B2B 유니콘 기업인데 여기도 미국'},
  {'duration': 3.68, 'start': 10513.04, 'text': '법인으로 전환을 하셨습니다. 델라웨어'},
  {'duration': 3.52, 'start': 10515.16, 'text': '플립 법인을 이제 미국으로 옮기는'},
  {'duration': 3.92, 'start': 10516.72, 'text': '건데 이거를 뒤늦게 진행하셨어요.'},
  {'duration': 3.96, 'start': 10518.68, 'text': '결론부터 말하자면 실제 법인 전화는'},
  {'duration': 3.679, 'start': 10520.64, 'text': '약 3개월 가량 소요됐다. 야 저희는'},
  {'duration': 3.48, 'start': 10522.64, 'text': '한 달도 안 걸리거든요. 근데 기존'},
  {'duration': 4.08, 'start': 10524.319, 'text': '회사를 만약에 델라웨어 법인으로'},
  {'duration': 4.6, 'start': 10526.12, 'text': '바꾼다. 3개월가량 소요되고 한국'},
  {'duration': 4.88, 'start': 10528.399, 'text': '법무 법인 약 1천만 원. 미국'},
  {'duration': 4.519, 'start': 10530.72, 'text': '법문법인 2천 몇백만 원 해서 뭐 한'},
  {'duration': 3.921, 'start': 10533.279, 'text': '3천 이상이 들어갑니다. 플립 나중에'},
  {'duration': 3.841, 'start': 10535.239, 'text': '하려면 이돈 내고 해야 돼요. 지금'},
  {'duration': 3.4, 'start': 10537.2, 'text': '그냥 시작부터 스트라이 아틀라스로'},
  {'duration': 3.319, 'start': 10539.08, 'text': '바로 델라와여 버 그냥 챙겨'},
  {'duration': 3.56, 'start': 10540.6, 'text': '버립니다. 그러다 보니까 이게 훨씬'},
  {'duration': 3.361, 'start': 10542.399, 'text': '유리하다. 아예 애초부터 글로벌'},
  {'duration': 3.319, 'start': 10544.16, 'text': '생각이 있다라고 하면 훨씬'},
  {'duration': 3.2, 'start': 10545.76, 'text': '유리합니다. 그래서 종합적으로 좀'},
  {'duration': 3.521, 'start': 10547.479, 'text': '정리해 보자면 물론 스트라이크 때문에'},
  {'duration': 3.96, 'start': 10548.96, 'text': '하는게 제일 커요. 제일 큰데 투자'},
  {'duration': 4.16, 'start': 10551.0, 'text': '뭐 인수 IPO 이런 거가 되는'},
  {'duration': 3.96, 'start': 10552.92, 'text': '글로벌 표준 레일에 올라타는 겁니다.'},
  {'duration': 3.72, 'start': 10555.16, 'text': '그래서 글로벌 확장이 뒤에서 배울'},
  {'duration': 3.599, 'start': 10556.88, 'text': '엑시 기대값도 굉장히 강하다. 그리고'},
  {'duration': 3.559, 'start': 10558.88, 'text': '이런 것도 좀 궁금하실 수 있어요.'},
  {'duration': 3.76, 'start': 10560.479, 'text': 'C 코퍼레이션이 있고 LLC라는게'},
  {'duration': 3.241, 'start': 10562.439, 'text': '있던데 이게 뭐가 다른가? 주로이 두'},
  {'duration': 2.921, 'start': 10564.239, 'text': '개 중에 고민을 많이 하세요.이 C'},
  {'duration': 3.28, 'start': 10565.68, 'text': '코퍼레이션이 일단 기본이에요. 이게'},
  {'duration': 4.119, 'start': 10567.16, 'text': '기본값입니다. 그래서 요렇게 법인'},
  {'duration': 4.24, 'start': 10568.96, 'text': '자체가 독립적인 거고 LC는 뭐냐면'},
  {'duration': 4.04, 'start': 10571.279, 'text': '한국에서 보면 약간 개인 사업자 같은'},
  {'duration': 3.72, 'start': 10573.2, 'text': '느낌. 내수 소규모 사업자 용이어서'},
  {'duration': 3.16, 'start': 10575.319, 'text': '이걸로 할 수도 있긴 한데 이게 좀'},
  {'duration': 3.519, 'start': 10576.92, 'text': '더 단순하거든요. 세무나 이런 건.'},
  {'duration': 3.88, 'start': 10578.479, 'text': '근데 결국에 미국을 생각해서 미국'},
  {'duration': 3.88, 'start': 10580.439, 'text': '글로벌 시장에서 투자도 받고 엑시도'},
  {'duration': 3.641, 'start': 10582.359, 'text': '하고 할 생각이 있다면은이 1번이'},
  {'duration': 3.561, 'start': 10584.319, 'text': '낫습니다. 차이를 보자면 요렇고요.'},
  {'duration': 4.239, 'start': 10586.0, 'text': '얘는 한국에서 보면 LC가 개인'},
  {'duration': 3.96, 'start': 10587.88, 'text': '사업자, 시코빅 법인 사업자라고 좀'},
  {'duration': 3.321, 'start': 10590.239, 'text': '그냥 큰 그림에서 이해하시면 좋을 것'},
  {'duration': 4.0, 'start': 10591.84, 'text': '같습니다. 그리고 세금 좀 구체적으로'},
  {'duration': 4.2, 'start': 10593.56, 'text': '소개해 드리면 미국 연방 정부가 있고'},
  {'duration': 3.639, 'start': 10595.84, 'text': '주가 있습니다. 연방은 모두가'},
  {'duration': 3.76, 'start': 10597.76, 'text': '똑같아요. 미국에 있는 모든 주들이'},
  {'duration': 4.88, 'start': 10599.479, 'text': '다 공통적으로 먹는 거. US'},
  {'duration': 4.959, 'start': 10601.52, 'text': '페럴에서는 모든 시코 공통쪽으로'},
  {'duration': 3.401, 'start': 10604.359, 'text': '법인세 21% 고정이 있습니다.'},
  {'duration': 2.8, 'start': 10606.479, 'text': '수익을 예를 들어 100만 원을'},
  {'duration': 3.519, 'start': 10607.76, 'text': '벌었다. 세무 정산 처리하면서'},
  {'duration': 4.441, 'start': 10609.279, 'text': '세금으로 21만 원을 가져갑니다.'},
  {'duration': 4.12, 'start': 10611.279, 'text': '회사 법인에 남는 돈이 79만 원을'},
  {'duration': 4.0, 'start': 10613.72, 'text': '법인에 남길 수가 있는 겁니다. 네.'},
  {'duration': 4.241, 'start': 10615.399, 'text': '그러면 이제 이것까지는 미국 전역이'},
  {'duration': 3.759, 'start': 10617.72, 'text': '동일하다라고 알 수가 있겠고 그럼'},
  {'duration': 4.16, 'start': 10619.64, 'text': '주별로 뭐가 차이가 있냐? 일단'},
  {'duration': 4.201, 'start': 10621.479, 'text': '델라웨어 놀랍게도 실질 법인세가 거의'},
  {'duration': 3.639, 'start': 10623.8, 'text': '없다고 하고 대신에 이런게 있거든요.'},
  {'duration': 3.96, 'start': 10625.68, 'text': '프랜차이즈 텍스랑 애뉴얼 리포트'},
  {'duration': 4.761, 'start': 10627.439, 'text': '이런게 있는데요 정도가 들어갑니다.'},
  {'duration': 4.32, 'start': 10629.64, 'text': '225에서 400달러 연간요 정도가'},
  {'duration': 3.72, 'start': 10632.2, 'text': '추가로 들어간다라고 볼 수가'},
  {'duration': 3.88, 'start': 10633.96, 'text': '있겠고요. 그러면 비용 총 정리를 해'},
  {'duration': 4.6, 'start': 10635.92, 'text': '드리겠습니다. 일단 초기 1회성 비용'},
  {'duration': 4.399, 'start': 10637.84, 'text': '트라이프 아틀라스 자체 이걸 이용하는'},
  {'duration': 3.6, 'start': 10640.52, 'text': '비용료가 500달러입니다. 그래서'},
  {'duration': 3.481, 'start': 10642.239, 'text': '500달러에 처음에 결제를 해야지만'},
  {'duration': 3.159, 'start': 10644.12, 'text': '처음에 법인 설립을 할 수가 있어요.'},
  {'duration': 3.08, 'start': 10645.72, 'text': '그러면 이거 포함입니다. 법인'},
  {'duration': 3.401, 'start': 10647.279, 'text': '설립하는 거 주정부에 내야 되는'},
  {'duration': 3.84, 'start': 10648.8, 'text': '비용이나 이런 거 포함이고 첫 1년'},
  {'duration': 3.48, 'start': 10650.68, 'text': 'reg지스터드 에이전트라는 그것도'},
  {'duration': 3.04, 'start': 10652.64, 'text': '비용도 포함이에요. 이게 연마다 내야'},
  {'duration': 3.079, 'start': 10654.16, 'text': '되는 건데 1년 차에는 이걸로 다'},
  {'duration': 3.16, 'start': 10655.68, 'text': '해결이 가능하고요. 그다음에 매년'},
  {'duration': 3.04, 'start': 10657.239, 'text': '반복 비용 2년 차부터는'},
  {'duration': 2.92, 'start': 10658.84, 'text': '100달러씩은 내야 됩니다. 이거'},
  {'duration': 3.521, 'start': 10660.279, 'text': '그래서 요게 이제 스트라이프'},
  {'duration': 3.719, 'start': 10661.76, 'text': '아틀라스에 들어간 비용입니다. 자'},
  {'duration': 3.4, 'start': 10663.8, 'text': '그러면 이제 당연히 기장해야 되죠.'},
  {'duration': 3.121, 'start': 10665.479, 'text': '한국에서 사업하시는 분들 다 세무사'},
  {'duration': 3.279, 'start': 10667.2, 'text': '쓰고 뭐 하시잖아요. 미국도'},
  {'duration': 3.96, 'start': 10668.6, 'text': '똑같습니다. 세무 회계도 스트라이프'},
  {'duration': 3.721, 'start': 10670.479, 'text': '아틀라스에서 제공해 주는게 있거든요.'},
  {'duration': 3.64, 'start': 10672.56, 'text': '연결해 준 업체들. 우리 이거 연결'},
  {'duration': 3.92, 'start': 10674.2, 'text': '좀 해 주세요 해가지고 연결된 좀'},
  {'duration': 3.48, 'start': 10676.2, 'text': '저렴한 온라인 세무회계가 있어요.'},
  {'duration': 3.52, 'start': 10678.12, 'text': '온라인 세무회계 이런 거 연결된 거'},
  {'duration': 3.679, 'start': 10679.68, 'text': '쓰면은요 정도 듭니다. 1년 차 때요'},
  {'duration': 3.799, 'start': 10681.64, 'text': '정도. 네. 그래서 전반적으로 종합을'},
  {'duration': 3.481, 'start': 10683.359, 'text': '해 봤을 때 1년 차 때는요 정도'},
  {'duration': 3.361, 'start': 10685.439, 'text': '300만 원 언저리 뭐이 정도'},
  {'duration': 3.68, 'start': 10686.84, 'text': '들어가고요. 2년 차 이후에 매년'},
  {'duration': 4.04, 'start': 10688.8, 'text': '1년에 한 한 300만 원이 정도'},
  {'duration': 3.839, 'start': 10690.52, 'text': '언저리 200만 원요 정도가 매년'},
  {'duration': 3.16, 'start': 10692.84, 'text': '들어가는 비용이라고 볼 수가'},
  {'duration': 3.281, 'start': 10694.359, 'text': '있겠습니다. 약간 비교를 해 보자면'},
  {'duration': 3.2, 'start': 10696.0, 'text': '그냥 온라인으로 하는게 나을까?'},
  {'duration': 2.96, 'start': 10697.64, 'text': '아니면은 한국에서도 그런 때가'},
  {'duration': 3.44, 'start': 10699.2, 'text': '있거든요. 도와주시는 데가. 그런'},
  {'duration': 3.6, 'start': 10700.6, 'text': '업체를 통해서 알아보니까요 정도 조금'},
  {'duration': 3.12, 'start': 10702.64, 'text': '더 당연히 비쌉니다. 왜냐면 요런 거'},
  {'duration': 3.159, 'start': 10704.2, 'text': '기장료 이런 거 있으니까. 그래서'},
  {'duration': 3.28, 'start': 10705.76, 'text': '1년 차 한 500 정도 들어가고'},
  {'duration': 3.721, 'start': 10707.359, 'text': '2년 차 이후에 매년 한 500'},
  {'duration': 3.16, 'start': 10709.04, 'text': '정도. 이거는 업체에 맡겼을 때 좀'},
  {'duration': 2.359, 'start': 10711.08, 'text': '더 비쌉니다. 왜냐면 온라인보다'},
  {'duration': 3.199, 'start': 10712.2, 'text': '당연히 비쌀 수밖에 없죠. 사람이'},
  {'duration': 3.84, 'start': 10713.439, 'text': '들어가니까. 네. 그래서 1년에 한'},
  {'duration': 3.761, 'start': 10715.399, 'text': '뭐 대략 500만 원 정도가'},
  {'duration': 3.241, 'start': 10717.279, 'text': '들어간다라고 보시면 되는데 여기'},
